,dttl,swin,dwin,tcprtt,synack,ackdat,label,proto_tcp,proto_udp,service_dns,state_FIN,attack_cat_DoS,attack_cat_Exploits,attack_cat_Normal
332,0.9921259842519685,1.0,1.0,0.09551271816902372,0.13363605359317904,0.0518299426780173,3,1.0,0.0,0.0,1.0,0,1,0
335,0.9921259842519685,1.0,1.0,0.14025405480102662,0.2198177831912302,0.06761157000999254,3,1.0,0.0,0.0,1.0,0,1,0
336,0.9921259842519685,1.0,1.0,0.09507534034300617,0.1305101096224117,0.05249845336681504,2,1.0,0.0,0.0,1.0,1,0,0
338,0.9921259842519685,1.0,1.0,0.1693021140375474,0.20130182704019486,0.10469074007363448,2,1.0,0.0,0.0,1.0,1,0,0
341,0.9921259842519685,1.0,1.0,0.10838182279221466,0.1613349573690621,0.055320663932233234,3,1.0,0.0,0.0,1.0,0,1,0
342,0.9921259842519685,1.0,1.0,0.11217936247486084,0.1539878197320341,0.061943273497413374,3,1.0,0.0,0.0,1.0,0,1,0
349,0.9921259842519685,1.0,1.0,0.10735948566514299,0.1592477466504263,0.05500255958136624,3,1.0,0.0,0.0,1.0,0,1,0
350,0.9921259842519685,1.0,1.0,0.20724061549524986,0.37800535931790497,0.08073390114608854,3,1.0,0.0,0.0,1.0,0,1,0
353,0.9921259842519685,1.0,1.0,0.12064651419264212,0.22108842874543239,0.04662862054364244,4,1.0,0.0,0.0,1.0,0,0,0
354,0.9921259842519685,1.0,1.0,0.18072961597958545,0.2566158343483556,0.0967219803084278,4,1.0,0.0,0.0,1.0,0,0,0
356,0.9921259842519685,1.0,1.0,0.0720056724952405,0.08980852618757612,0.04301501129516221,4,1.0,0.0,0.0,1.0,0,0,0
357,0.9921259842519685,1.0,1.0,0.15957783648240895,0.23476540803897683,0.08245363084867852,3,1.0,0.0,0.0,1.0,0,1,0
365,0.9921259842519685,1.0,1.0,0.03474202087338717,0.014296711327649207,0.03121635941157015,3,1.0,0.0,0.0,1.0,0,1,0
367,0.9921259842519685,1.0,1.0,0.036142703236461744,0.015308160779537146,0.032318138057288275,3,1.0,0.0,0.0,1.0,0,1,0
370,0.9921259842519685,1.0,1.0,0.04197418397506678,0.09041851400730816,0.011358361755570862,3,1.0,0.0,0.0,1.0,0,1,0
380,0.9921259842519685,1.0,1.0,0.03422213158632644,0.012914981729598051,0.031170013082304757,3,1.0,0.0,0.0,1.0,0,1,0
381,0.9921259842519685,1.0,1.0,0.03590858535106278,0.014758587088915955,0.0322710895109128,3,1.0,0.0,0.0,1.0,0,1,0
387,0.9921259842519685,1.0,1.0,0.040044220776520055,0.02806138855054811,0.031806924001148824,8,1.0,0.0,0.0,1.0,0,0,0
391,0.9921259842519685,1.0,1.0,0.03599445093653862,0.015770036540803896,0.031996522620870875,3,1.0,0.0,0.0,1.0,0,1,0
392,0.9921259842519685,1.0,1.0,0.034058450314013125,0.01205554202192448,0.031308349852990844,3,1.0,0.0,0.0,1.0,0,1,0
396,0.9921259842519685,1.0,1.0,0.03564830529508916,0.013963459196102314,0.03228513385311444,3,1.0,0.0,0.0,1.0,0,1,0
397,0.9921259842519685,1.0,1.0,0.04101423356244239,0.025110840438489646,0.03388548664699054,3,1.0,0.0,0.0,1.0,0,1,0
402,0.9921259842519685,1.0,1.0,0.03610379539304301,0.013285261875761265,0.033006310825168306,3,1.0,0.0,0.0,1.0,0,1,0
404,0.9921259842519685,1.0,1.0,0.04245851954314142,0.012398538367844091,0.03997792229405903,7,1.0,0.0,0.0,1.0,0,0,0
405,0.9921259842519685,1.0,1.0,0.03560201837791859,0.013577588306942752,0.03237571986031497,3,1.0,0.0,0.0,1.0,0,1,0
406,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,1.0,1.0,0.0,0,0,0
408,0.9921259842519685,1.0,1.0,0.03683164039492803,0.052688915956151036,0.019570088640865804,3,1.0,0.0,0.0,1.0,0,1,0
412,0.9921259842519685,1.0,1.0,0.10503776073286276,0.12872302070645553,0.06357101275858267,3,1.0,0.0,0.0,1.0,0,1,0
415,0.9921259842519685,1.0,1.0,0.06556575358455279,0.06579488428745432,0.04492644626880449,2,1.0,0.0,0.0,1.0,1,0,0
416,0.9921259842519685,1.0,1.0,0.04655658877495301,0.06825822168087697,0.02414011759327725,3,1.0,0.0,0.0,1.0,0,1,0
419,0.9921259842519685,1.0,1.0,0.06648880862841801,0.10436638246041413,0.03199441596954063,3,1.0,0.0,0.0,1.0,0,1,0
420,0.9921259842519685,1.0,1.0,0.05695974111525979,0.11999999999999998,0.016386236263755554,3,1.0,0.0,0.0,1.0,0,1,0
422,0.9921259842519685,1.0,1.0,0.061471038477173834,0.07845066991473812,0.03607991511599573,2,1.0,0.0,0.0,1.0,1,0,0
423,0.9921259842519685,1.0,1.0,0.06444815932359385,0.14600146163215588,0.014856105180887615,3,1.0,0.0,0.0,1.0,0,1,0
426,0.9921259842519685,1.0,1.0,0.051782985465908,0.09364579780755175,0.020463308804889675,3,1.0,0.0,0.0,1.0,0,1,0
427,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,0.0,0.0,1,0,0
428,0.9921259842519685,1.0,1.0,0.048045149198163016,0.07039025578562727,0.02493011184211912,3,1.0,0.0,0.0,1.0,0,1,0
429,0.9921259842519685,1.0,1.0,0.05492378758464133,0.09904993909866017,0.021803841268035567,2,1.0,0.0,0.0,1.0,1,0,0
434,0.9921259842519685,1.0,1.0,0.05702481112925319,0.05357174177831912,0.04039012373767696,3,1.0,0.0,0.0,1.0,0,1,0
435,0.9921259842519685,1.0,1.0,0.057190504876226095,0.0770572472594397,0.032101152970273036,3,1.0,0.0,0.0,1.0,0,1,0
436,0.9921259842519685,1.0,1.0,0.08124695613207737,0.16968574908647988,0.02390698151273014,3,1.0,0.0,0.0,1.0,0,1,0
437,0.9921259842519685,1.0,1.0,0.08411808664642564,0.13178465286236296,0.040569189100747784,3,1.0,0.0,0.0,1.0,0,1,0
444,0.9921259842519685,1.0,1.0,0.06444010942495548,0.1436082825822168,0.015710001186746914,3,1.0,0.0,0.0,1.0,0,1,0
446,0.9921259842519685,1.0,1.0,0.05320043845114583,0.0505646772228989,0.03747030499395742,2,1.0,0.0,0.0,1.0,1,0,0
450,0.9921259842519685,1.0,1.0,0.07633048053869922,0.07976029232643117,0.05116283642343972,3,1.0,0.0,0.0,1.0,0,1,0
451,0.9921259842519685,1.0,1.0,0.10909558047148256,0.17061729598051156,0.05272316284204117,3,1.0,0.0,0.0,1.0,0,1,0
457,0.9921259842519685,1.0,1.0,0.036136665812482975,0.013975152253349573,0.032792134606593394,3,1.0,0.0,0.0,1.0,0,1,0
460,0.9921259842519685,1.0,1.0,0.03504187959766606,0.01228355663824604,0.032255640734491005,3,1.0,0.0,0.0,1.0,0,1,0
472,0.9921259842519685,1.0,1.0,0.034785624491011614,0.010853105968331302,0.03250282115723975,3,1.0,0.0,0.0,1.0,0,1,0
473,0.9921259842519685,1.0,1.0,0.034785624491011614,0.010853105968331302,0.03250282115723975,3,1.0,0.0,0.0,1.0,0,1,0
499,0.9921259842519685,1.0,1.0,0.03622051892329922,0.015504993909866014,0.0323286713139395,3,1.0,0.0,0.0,1.0,0,1,0
501,0.9921259842519685,1.0,1.0,0.03530283047852622,0.013304750304506698,0.03216084142462998,3,1.0,0.0,0.0,1.0,0,1,0
505,0.9921259842519685,1.0,1.0,0.0486649913933167,0.046540316686967106,0.03417269344501394,3,1.0,0.0,0.0,1.0,0,1,0
506,0.9921259842519685,1.0,1.0,0.05396786212133611,0.08927649208282581,0.02432480069322873,7,1.0,0.0,0.0,1.0,0,0,0
507,0.9921259842519685,1.0,1.0,0.0329006065598624,0.03207990255785627,0.022881042314900835,3,1.0,0.0,0.0,1.0,0,1,0
509,0.9921259842519685,1.0,1.0,0.09376119439029397,0.10599951278928135,0.05995459464166211,4,1.0,0.0,0.0,1.0,0,0,0
515,0.9921259842519685,1.0,1.0,0.03247060780759669,0.009687697929354444,0.03049939574217677,2,1.0,0.0,0.0,1.0,1,0,0
517,0.9921259842519685,1.0,1.0,0.020044247609515516,0.030850182704019485,0.009866150396647334,3,1.0,0.0,0.0,1.0,0,1,0
519,0.9921259842519685,1.0,1.0,0.04716905189635487,0.038959317904993906,0.035338373847749495,3,1.0,0.0,0.0,1.0,0,1,0
522,0.9921259842519685,1.0,1.0,0.04328900075266552,0.08139537149817294,0.015985972511009007,3,1.0,0.0,0.0,1.0,0,1,0
531,0.9921259842519685,1.0,1.0,0.06919558704556646,0.11282046285018268,0.031781644185185885,3,1.0,0.0,0.0,1.0,0,1,0
535,0.9921259842519685,1.0,1.0,0.04204998718724467,0.02485359317904994,0.035062402523487406,3,1.0,0.0,0.0,1.0,0,1,0
542,0.9921259842519685,1.0,1.0,0.06236927300023747,0.09052764920828257,0.032668544395219025,3,1.0,0.0,0.0,1.0,0,1,0
545,0.9921259842519685,1.0,1.0,0.03507944579131174,0.013951766138855055,0.031693867046425676,3,1.0,0.0,0.0,1.0,0,1,0
549,0.9921259842519685,1.0,1.0,0.03388738996794798,0.012088672350791717,0.031117346799048633,3,1.0,0.0,0.0,1.0,0,1,0
552,0.9921259842519685,1.0,1.0,0.03598841351255985,0.01708940316686967,0.031514801683354854,3,1.0,0.0,0.0,1.0,0,1,0
553,0.9921259842519685,1.0,1.0,0.03547389082459136,0.012725943970767357,0.03254846526939506,3,1.0,0.0,0.0,1.0,0,1,0
557,0.9921259842519685,1.0,1.0,0.03643317041232922,0.013883556638246041,0.03313551877342333,3,1.0,0.0,0.0,1.0,0,1,0
559,0.9921259842519685,1.0,1.0,0.0344227082273989,0.012599269183922046,0.031493735170052405,3,1.0,0.0,0.0,1.0,0,1,0
563,0.9921259842519685,1.0,1.0,0.035551706511428846,0.012969549330085262,0.03254214531540432,3,1.0,0.0,0.0,1.0,0,1,0
565,0.9921259842519685,1.0,1.0,0.0648184546609584,0.08354884287454323,0.037746978535329594,3,1.0,0.0,0.0,1.0,0,1,0
572,0.9921259842519685,1.0,1.0,0.04053727706811958,0.02560779537149817,0.033207144918651656,3,1.0,0.0,0.0,1.0,0,1,0
575,0.9921259842519685,1.0,1.0,0.048383915765860645,0.028720097442143724,0.04029953773047643,3,1.0,0.0,0.0,1.0,0,1,0
579,0.9921259842519685,1.0,1.0,0.062374639599329706,0.06517320341047503,0.041810006734262085,3,1.0,0.0,0.0,1.0,0,1,0
580,0.9921259842519685,1.0,1.0,0.07634725116086245,0.10891693057247259,0.04067452166726004,3,1.0,0.0,0.0,1.0,0,1,0
585,0.9921259842519685,1.0,1.0,0.04308104503784123,0.06514397076735687,0.02162407368785466,3,1.0,0.0,0.0,1.0,0,1,0
586,0.9921259842519685,1.0,1.0,0.13640217830257154,0.23066309378806332,0.0596716011462992,2,1.0,0.0,0.0,1.0,1,0,0
590,0.9921259842519685,1.0,1.0,0.036151423959986634,0.01740706455542022,0.031570979052161385,3,1.0,0.0,0.0,1.0,0,1,0
593,0.9921259842519685,1.0,1.0,0.037173090262171776,0.03747235079171741,0.02541042834541498,3,1.0,0.0,0.0,1.0,0,1,0
596,0.9921259842519685,1.0,1.0,0.04067211287031211,0.07072740560292326,0.01709056002516746,3,1.0,0.0,0.0,1.0,0,1,0
604,0.9921259842519685,1.0,1.0,0.17993401766416092,0.2246411693057247,0.10741042694098075,4,1.0,0.0,0.0,1.0,0,0,0
607,0.9921259842519685,1.0,1.0,0.08679736124322635,0.12245554202192448,0.04673535754437485,3,1.0,0.0,0.0,1.0,0,1,0
608,0.9921259842519685,1.0,1.0,0.05622988363871517,0.0578747868453106,0.03800750108316989,3,1.0,0.0,0.0,1.0,0,1,0
615,0.9921259842519685,1.0,1.0,0.05223914638874838,0.06095395858708891,0.032720508461365067,3,1.0,0.0,0.0,1.0,0,1,0
617,0.9921259842519685,1.0,1.0,0.0349888844316302,0.013901096224116928,0.03161732538142678,3,1.0,0.0,0.0,1.0,0,1,0
620,0.9921259842519685,1.0,1.0,0.035812657392289005,0.015547868453105969,0.03188627453458805,3,1.0,0.0,0.0,1.0,0,1,0
624,0.9921259842519685,1.0,1.0,0.03492247276786373,0.011636540803897684,0.03236378216944358,3,1.0,0.0,0.0,1.0,0,1,0
629,0.9921259842519685,1.0,1.0,0.12033055567108651,0.19380267965895248,0.05612961804304731,3,1.0,0.0,0.0,1.0,0,1,0
633,0.9921259842519685,1.0,1.0,0.036594168385096416,0.015945432399512786,0.03256110517737653,7,1.0,0.0,0.0,1.0,0,0,0
635,0.9921259842519685,1.0,1.0,0.03666728829772818,0.012603166869671131,0.033841949186165475,3,1.0,0.0,0.0,1.0,0,1,0
637,0.9921259842519685,1.0,1.0,0.04931032493415854,0.014479902557856271,0.046400399982865895,3,1.0,0.0,0.0,1.0,0,1,0
639,0.9921259842519685,1.0,1.0,0.03608367064644711,0.014306455542021923,0.03261728254618306,3,1.0,0.0,0.0,1.0,0,1,0
643,0.9921259842519685,1.0,1.0,0.04103301665926523,0.01896029232643118,0.036121345925490544,3,1.0,0.0,0.0,1.0,0,1,0
649,0.9921259842519685,1.0,1.0,0.042369970658119455,0.014657247259439706,0.03907136000494361,3,1.0,0.0,0.0,1.0,0,1,0
658,0.9921259842519685,1.0,1.0,0.044342195824517566,0.03275809987819732,0.034613685790145225,3,1.0,0.0,0.0,1.0,0,1,0
669,0.9921259842519685,1.0,1.0,0.06377733443706388,0.0635498172959805,0.04386328956414086,3,1.0,0.0,0.0,1.0,0,1,0
670,0.9921259842519685,1.0,1.0,0.07081160419721715,0.07870791717417783,0.04576489349824199,3,1.0,0.0,0.0,1.0,0,1,0
671,0.9921259842519685,1.0,1.0,0.10925859091890934,0.1809714981729598,0.049162922093927156,4,1.0,0.0,0.0,1.0,0,0,0
672,0.9921259842519685,1.0,1.0,0.07578845403038299,0.08849890377588306,0.04744670347688758,3,1.0,0.0,0.0,1.0,0,1,0
683,0.9921259842519685,1.0,1.0,0.04953706374580566,0.04022216808769793,0.037362163559004846,3,1.0,0.0,0.0,1.0,0,1,0
685,0.9921259842519685,1.0,1.0,0.039614892849140874,0.022405846528623628,0.03339533910415354,3,1.0,0.0,0.0,1.0,0,1,0
689,0.9921259842519685,1.0,1.0,0.04648682298675389,0.030035566382460414,0.03783967119386038,3,1.0,0.0,0.0,1.0,0,1,0
691,0.9921259842519685,1.0,1.0,0.06649685852705638,0.10466455542021923,0.03189540335701912,7,1.0,0.0,0.0,1.0,0,0,0
695,0.9921259842519685,1.0,1.0,0.03564360952088345,0.013314494518879415,0.032514056631001056,7,1.0,0.0,0.0,1.0,0,0,0
697,0.9921259842519685,1.0,1.0,0.034073208461516784,0.012918879415347138,0.03101271644964647,3,1.0,0.0,0.0,1.0,0,1,0
715,0.9921259842519685,1.0,1.0,0.021939998738849213,0.029324238733252128,0.012400451946932048,3,1.0,0.0,0.0,1.0,0,1,0
716,0.9921259842519685,1.0,1.0,0.04261817586613555,0.08867819732034105,0.01265957006055218,3,1.0,0.0,0.0,1.0,0,1,0
718,0.9921259842519685,1.0,1.0,0.08175678304584014,0.11738855054811204,0.04328466266543357,3,1.0,0.0,0.0,1.0,0,1,0
719,0.9921259842519685,1.0,1.0,0.06946592947483803,0.08454470158343483,0.04225310573072361,4,1.0,0.0,0.0,1.0,0,0,0
720,0.9921259842519685,1.0,1.0,0.0591848672638797,0.06311132764920828,0.03921391007829018,3,1.0,0.0,0.0,1.0,0,1,0
722,0.9921259842519685,1.0,1.0,0.01994831965074173,0.02941388550548112,0.01028326736003584,3,1.0,0.0,0.0,1.0,0,1,0
735,0.9921259842519685,1.0,1.0,0.04799886228099245,0.04102509135200974,0.03546266627623395,2,1.0,0.0,0.0,1.0,1,0,0
742,0.9921259842519685,1.0,1.0,0.043854506132010286,0.04099585870889159,0.031134902226800678,3,1.0,0.0,0.0,1.0,0,1,0
744,0.9921259842519685,1.0,1.0,0.03908158706434955,0.02540901339829476,0.03175495993500278,3,1.0,0.0,0.0,1.0,0,1,0
749,0.9921259842519685,1.0,1.0,0.0221345379559429,0.0338436053593179,0.01097565343057636,3,1.0,0.0,0.0,1.0,0,1,0
750,0.9921259842519685,1.0,1.0,0.03198761388929511,0.052191961023142504,0.014678444252036956,7,1.0,0.0,0.0,1.0,0,0,0
751,0.9921259842519685,1.0,1.0,0.11168295205882865,0.159415347137637,0.05946795818437552,4,1.0,0.0,0.0,1.0,0,0,0
752,0.9921259842519685,1.0,1.0,0.018416155609907277,0.029676979293544455,0.008584604170748304,3,1.0,0.0,0.0,1.0,0,1,0
754,0.9921259842519685,1.0,1.0,0.05155155088005517,0.051817783191230204,0.035292729735594185,3,1.0,0.0,0.0,1.0,0,1,0
756,0.9921259842519685,1.0,1.0,0.04503113298298385,0.032479415347137636,0.03543527980894077,3,1.0,0.0,0.0,1.0,0,1,0
759,0.9921259842519685,1.0,1.0,0.032294180862439306,0.03914056029232643,0.019702105457561157,2,1.0,0.0,0.0,1.0,1,0,0
761,0.9921259842519685,1.0,1.0,0.038118282527292505,0.04057880633373934,0.02528051818004987,3,1.0,0.0,0.0,1.0,0,1,0
762,0.9921259842519685,1.0,1.0,0.028662334926766047,0.05539585870889159,0.010043109108387913,3,1.0,0.0,0.0,1.0,0,1,0
768,0.9921259842519685,1.0,1.0,0.023448013083768586,0.05152350791717417,0.005980080909455423,3,1.0,0.0,0.0,1.0,0,1,0
769,0.9921259842519685,1.0,1.0,0.02203056009853076,0.04252959805115712,0.0077370281188797385,3,1.0,0.0,0.0,1.0,0,1,0
773,0.9921259842519685,1.0,1.0,0.07579784557879442,0.11630694275274055,0.0374365985726735,4,1.0,0.0,0.0,1.0,0,0,0
774,0.9921259842519685,1.0,1.0,0.07918484043088424,0.11811741778319122,0.04032973306620994,4,1.0,0.0,0.0,1.0,0,0,0
779,0.9921259842519685,1.0,1.0,0.058659611377726725,0.09351522533495736,0.027708784946712254,3,1.0,0.0,0.0,1.0,0,1,0
784,0.9921259842519685,1.0,1.0,0.10194391635618653,0.179809987819732,0.04192446812320539,4,1.0,0.0,0.0,1.0,0,0,0
791,0.9921259842519685,1.0,1.0,0.08178361604130134,0.11212277710109622,0.04521014198127748,3,1.0,0.0,0.0,1.0,0,1,0
800,0.9921259842519685,1.0,1.0,0.062728164314531,0.12490718635809986,0.020656418510162134,3,1.0,0.0,0.0,1.0,0,1,0
806,0.9921259842519685,1.0,1.0,0.04570329951928688,0.028232886723507915,0.03766903243611053,3,1.0,0.0,0.0,1.0,0,1,0
809,0.9921259842519685,1.0,1.0,0.04665251673372679,0.039912302070645556,0.03445428250615668,3,1.0,0.0,0.0,1.0,0,1,0
813,0.9921259842519685,1.0,1.0,0.10304138587054956,0.15999415347137635,0.050213438890609315,3,1.0,0.0,0.0,1.0,0,1,0
814,0.9921259842519685,1.0,1.0,0.03943578260443737,0.015354933008526188,0.03574846864003719,3,1.0,0.0,0.0,1.0,0,1,0
815,0.9921259842519685,1.0,1.0,0.0352330646903271,0.012731790499390985,0.0322942626755455,2,1.0,0.0,0.0,1.0,1,0,0
819,0.9921259842519685,1.0,1.0,0.04757825507713815,0.05697637028014616,0.029274729102194353,3,1.0,0.0,0.0,1.0,0,1,0
821,0.9921259842519685,1.0,1.0,0.13868767869097914,0.2121023142509135,0.06875197059676516,8,1.0,0.0,0.0,1.0,0,0,0
840,0.9921259842519685,1.0,1.0,0.11239402643855043,0.16030207064555418,0.059892799535974935,3,1.0,0.0,0.0,1.0,0,1,0
860,0.9921259842519685,1.0,1.0,0.11761975230461888,0.19443800243605358,0.05306303592332069,7,1.0,0.0,0.0,1.0,0,0,0
874,0.9921259842519685,1.0,1.0,0.12235980095283967,0.1684969549330085,0.0673721139754547,3,1.0,0.0,0.0,1.0,0,1,0
876,0.9921259842519685,1.0,1.0,0.11579041283905167,0.14317369062119367,0.06961991094482609,3,1.0,0.0,0.0,1.0,0,1,0
